,Reviewer Name,Review Rate,Review Time,Review Comment
758,Hong Thi,3 sao,4 năm trước,N/A
759,truong nguyen,5 sao,9 tháng trước,N/A
760,TAN PHONG BUI,5 sao,3 năm trước,N/A
761,binh long,4 sao,3 năm trước,N/A
762,Thanh Nam Nguyen,5 sao,4 năm trước,N/A
763,Lộc Phước Lê,5 sao,3 năm trước,N/A
764,Nguyen Dinh Huy,4 sao,4 năm trước,N/A
765,Đại Nguyễn Công,5 sao,4 năm trước,N/A
766,Ĥüyềñ Ťĥøạį Çĥơi Ñëţ,5 sao,4 năm trước,N/A
767,Tấn Đạt Land,5 sao,4 năm trước,N/A
768,Co duchico,5 sao,2 năm trước,N/A
769,Chân Tâm Lữ,4 sao,3 năm trước,N/A
770,Huang William,4 sao,3 năm trước,N/A
771,Danhk Vothanh,5 sao,2 năm trước,N/A
772,Quang Huy,5 sao,2 năm trước,N/A
773,Hùng Nguyễn Mạnh,5 sao,5 năm trước,N/A
774,Tran Nho,3 sao,2 năm trước,N/A
775,EKING.VUAĐIỆNTỬ,5 sao,3 năm trước,N/A
776,Hanh Vu,4 sao,4 năm trước,N/A
777,Luyến Đặng,5 sao,5 năm trước,N/A
778,Hữu Tài Trần,5 sao,6 năm trước,N/A
779,Game- Vlog,5 sao,5 năm trước,N/A
780,Phong Tran,5 sao,8 tháng trước,N/A
781,Quoc Anh,4 sao,3 năm trước,N/A
782,Kiet Ly,5 sao,một năm trước,N/A
783,Anh Bùi Đinh Hoài,4 sao,một năm trước,N/A
784,Vinh Nguyen Toan,4 sao,4 năm trước,N/A
785,Hoàng Minh Trần,4 sao,3 năm trước,N/A
786,Tài Nguyễn Hữu,4 sao,4 năm trước,N/A
787,Tran An,4 sao,6 năm trước,N/A
788,THONG TAN PHAM,5 sao,2 năm trước,N/A
789,Tho Tran Ba,1 sao,2 năm trước,N/A
790,Kim Yen Truong,5 sao,4 năm trước,N/A
791,Luận Trần Tiến,4 sao,5 năm trước,N/A
792,Nhat Tran,5 sao,5 năm trước,N/A
793,Tuong Nguyen Ho,5 sao,4 năm trước,N/A
794,Thuyên Huỳnh,5 sao,8 tháng trước,N/A
795,Nguyen Nam,4 sao,4 năm trước,N/A
796,Vu Phan,4 sao,4 năm trước,N/A
797,Anton Hoai,5 sao,3 năm trước,N/A
798,Chí Dũng Tăng,4 sao,5 năm trước,N/A
799,Minh Hưng Đỗ,3 sao,một năm trước,N/A
800,khoi tranchi,3 sao,5 năm trước,N/A
801,Quốc VIệt Lưu,5 sao,4 năm trước,N/A
802,Thông Nguyễn Anh,4 sao,5 năm trước,N/A
803,Dân Lạc,3 sao,6 năm trước,N/A
804,Danny Mai,3 sao,4 năm trước,N/A
805,cuong Le,1 sao,4 năm trước,N/A
806,Huỳnh Yuri Văn Vladamir,5 sao,3 năm trước,N/A
807,0112_Nguyễn Cao Huy,5 sao,2 năm trước,N/A
808,Trung Nhất,3 sao,4 năm trước,N/A
809,Vincent Nguyen,4 sao,4 năm trước,N/A
810,Toàn Trương Thiên,5 sao,5 năm trước,N/A
811,Khang Nguyễn Minh,4 sao,2 năm trước,N/A
812,Nguyễn Tân (Kai),4 sao,4 năm trước,N/A
813,Lan Đặng,1 sao,3 năm trước,N/A
814,Phong Nguyen Tu,5 sao,3 năm trước,N/A
815,Nguyễn Đỗ Trọng Nhân,5 sao,3 năm trước,N/A
816,Phạm Bình,5 sao,4 năm trước,N/A
817,lap tang,5 sao,11 tháng trước,N/A
818,Triet Pham,4 sao,6 năm trước,N/A
819,Phuc Nguyen,5 sao,3 năm trước,N/A
820,Nguyễn Lê Thoại Vũ,3 sao,4 năm trước,N/A
821,書店事,4 sao,6 ngày trước,N/A
822,Tuyết Tuyết,5 sao,4 năm trước,N/A
823,Cơ Đinh,5 sao,3 năm trước,N/A
824,Lê Thủy,5 sao,2 năm trước,N/A
825,cody fx,3 sao,4 năm trước,N/A
826,An Nga Nguyen,5 sao,4 năm trước,N/A
827,Danny SG,3 sao,4 năm trước,N/A
828,Ngọc Vương Hồng,5 sao,một năm trước,N/A
829,Bảo Vy Trần,4 sao,4 năm trước,N/A
830,Tùng Nguyen,2 sao,3 năm trước,N/A
831,Tuong Vi Mai Thi (Vi Mai),5 sao,3 năm trước,N/A
832,Trung Hiếu Huỳnh,5 sao,một năm trước,N/A
833,Henni,5 sao,4 năm trước,N/A
834,Ngân Hà,5 sao,3 năm trước,N/A
835,Tran Dom,2 sao,5 năm trước,N/A
836,THANH TUNG MAI,3 sao,2 năm trước,N/A
837,Bao Long Do,5 sao,4 năm trước,N/A
838,Hải Biển Official,5 sao,3 năm trước,N/A
839,Phạm Tiết Khoa,3 sao,3 năm trước,N/A
840,Tran Châu,4 sao,4 năm trước,N/A
841,Cherry Su,5 sao,5 năm trước,N/A
842,Truong Le,5 sao,4 năm trước,N/A
843,ni ca,5 sao,2 năm trước,N/A
844,CuonG K-,5 sao,2 năm trước,N/A
845,Trần Cẩm Nhung “Van”,4 sao,một năm trước,N/A
846,Nguyen Nha,5 sao,5 năm trước,N/A
847,TTT SPSS,5 sao,3 năm trước,N/A
848,Tuan Le,5 sao,7 tháng trước,N/A
849,Den Tran,5 sao,một năm trước,N/A
850,candle genie,5 sao,2 năm trước,N/A
851,hồng ngô,5 sao,2 năm trước,N/A
852,Hồng Ngọc Phạm,5 sao,5 năm trước,N/A
853,Luom Nguyễn,5 sao,3 năm trước,N/A
854,Nguyễn Quốc Bảo,5 sao,3 năm trước,N/A
855,Trần Quang Long,4 sao,3 năm trước,N/A
856,Minh Hiền _NTP,5 sao,4 năm trước,N/A
857,Tuân Dương,4 sao,4 năm trước,N/A
858,Tri Nguyen,4 sao,2 năm trước,N/A
859,Hải Nguyễn Đăng,3 sao,4 năm trước,N/A
860,Phong Phong,3 sao,3 năm trước,N/A
861,Vuong Tran,3 sao,một năm trước,N/A
862,tram nguyen,4 sao,3 năm trước,N/A
863,Tuấn Kiệt Phạm,4 sao,4 năm trước,N/A
864,Bi Thỏ,4 sao,một năm trước,N/A
865,Xuân Phú Lương Trần,3 sao,4 năm trước,N/A
866,Huỳnh Kha Hồ,5 sao,2 năm trước,N/A
867,Đat Pham,5 sao,4 năm trước,N/A
868,Hung Lam,5 sao,2 năm trước,N/A
869,Thái Nguyễn9x,5 sao,4 năm trước,N/A
870,Kobby Chen,5 sao,một năm trước,N/A
871,son tranbaoson,5 sao,4 năm trước,N/A
872,trâm võ,5 sao,3 năm trước,N/A
873,Nguyen Thanh Vu,3 sao,5 năm trước,N/A
874,PHONG HUỲNH THANH,4 sao,4 năm trước,N/A
875,vu lam tran,5 sao,3 năm trước,N/A
876,Sang Nguyen Ngoc,5 sao,4 năm trước,N/A
877,My Vũ,4 sao,4 năm trước,N/A
878,Tuan Bui,5 sao,4 năm trước,N/A
879,Chương Hoàng,5 sao,4 năm trước,N/A
880,Văn Tình Tạ,5 sao,4 năm trước,N/A
881,Xuân Đỗ Thị,4 sao,3 năm trước,N/A
882,hữu tài nguyễn,5 sao,4 năm trước,N/A
883,Lạc Kiết Ngọc,5 sao,6 năm trước,N/A
884,Quốc Vũ Trịnh,3 sao,3 năm trước,N/A
885,Nam Nguyen,5 sao,2 năm trước,N/A
886,Tri Minh,5 sao,3 năm trước,N/A
887,Minh Thịnh Lê,4 sao,5 năm trước,N/A
888,Nguyen Phat,3 sao,một tuần trước,N/A
889,saturnet ÂnPhan,4 sao,4 năm trước,N/A
890,Phương Thiện,5 sao,5 năm trước,N/A
891,Tâm Nguyễn Chí,5 sao,3 năm trước,N/A
892,An Nguyen Van,5 sao,4 năm trước,N/A
893,Nhan Truong,4 sao,4 năm trước,N/A
894,Dang Ly,3 sao,3 năm trước,N/A
895,Chou Lee,5 sao,một năm trước,N/A
896,Nhựt MT,4 sao,3 năm trước,N/A
897,thinh nguyen,5 sao,3 năm trước,N/A
898,Hào Lầu Gia,5 sao,4 năm trước,N/A
899,Khanh Long,5 sao,3 năm trước,N/A
900,Linh Pham,2 sao,3 năm trước,N/A
901,Đạt Nguyễn Trát,5 sao,4 năm trước,N/A
902,Thanh Thảo Nguyễn Ngọc,4 sao,5 năm trước,N/A
903,Quí Từ,5 sao,4 năm trước,N/A
904,Nguyên Thu,5 sao,4 năm trước,N/A
905,Kha Vĩ Trần,5 sao,3 năm trước,N/A
906,Thu Cao,5 sao,5 năm trước,N/A
907,Tuyen Chau,3 sao,3 năm trước,N/A
908,Dinh Khanh (Kandin),5 sao,4 năm trước,N/A
909,Ngoc Vu,4 sao,2 năm trước,N/A
910,Nga Chu,4 sao,4 tháng trước,"Quán Highland có mặc khắp mọi nơi, món nước đa dạng nhưng không đặc thù, nước uống tạm được chứ không quá ngon hay xuất sắc lắm.
Mức giá tạm ổn và hay có chương trình khuyến mãi.
Không gian rộng rãi, luôn có nhiều bàn ghế."
911,Bình Lê Văn,5 sao,4 tháng trước,"Không gian quán đông hơi ồn vì trung tâm siêu thị nhưng anh sánh cách bố trí tuy đông vẫn thoáng.
Món nước uống tạm được. …"
912,Thùy Phương,5 sao,3 tháng trước,"Hôm mình đi có 1 bạn nhân viên sợ ở không là bị quản lý mắng hay sao á mà cứ đi lòng vòng không quét cái này thì cũng xếp lại cái kia. Về nước thì tùy khẩu vị mọi người, nước mình kêu là món mới, hơi nhạt, không có mùi vải cũng không có mùi …"
913,Thuỳ Dương Đinh,1 sao,2 tháng trước,"Vô od 2 ly nước bạn nhân viên od ngày 18/6/2023 lúc 19h thái độ như mới bị ai chửi vậy, đưa hoá đơn như quăng vô mặt mình á trời nhiều khi đi mua nước trả phí sẽ dịch vụ mà như đi xin 🫠 …"
914,Bichphuong Nguyen,2 sao,6 tháng trước,"1.Không gian ồn ào và loãng
2.Sáng quán không mở quạt và máy lạnh nên rất nóng và ngộp, bỏ số tiền mua ly cà phê mắc hơn bên ngoài mà ngồi uống toát mồ hôi
3.Chỉ phù hợp ngồi đợi bạn bè chứ làm việc khá ồn"
915,Thảo Đinh,1 sao,3 tháng trước,"Đi được 2 lần, lần nào cũng không có máy lạnh. Chỉ có một vài cái quạt, khách thì đông nên rất ngộp và nóng.
Nhân viên không vui vẻ, có thái độ không tốt. …"
916,Trâm Ngọc,5 sao,2 năm trước,"Bánh mềm ngon cực.
Đi cuối tuần full ghế"
917,Quan Minhh,1 sao,3 tháng trước,"1 chuỗi cf lớn mà máy lạnh cửa hàng bị gì vậy. Nóng còn hơn ngoài đường nữa.
Sáng sớm mới tới mà kêu hết trà vải dưa hấu"
918,Xuân Trường Đào,5 sao,6 tháng trước,😚❤️ có giảm giá khuyến mãi thức uống. Không gian rộng rãi 😁😁 …
919,Duyên Hồ,1 sao,một tháng trước,"Nhân viên không tôn trọng khách hàng, thiếu chuyên nghiệp. Uống nước tại chỗ trong cửa hàng, chờ lấy nước. Lấy nước xong mất chổ ngồi trong khi balo còn để trên ghế."
920,Ken Mr,4 sao,11 tháng trước,"Quán này nằm ngày góc lối vào bãi gửi xe tại trung tâm thương mại Vạn Hạnh Mall, từ đường Sư Vạn Hạnh bạn có thể thấy quán nằm ngay góc tầng trệt.
Quán không có tầng lửng hay lầu. Bạn cần gửi xe vào bãi trung tâm thương mại để thưởng thức món nước uống tại đây."
921,Hoang Viet,3 sao,2 tuần trước,"Nó khá nửa mùa tại vì rẻ không rẻ, mà sang cũng không sang, nước cũng bình thường, tên là highland coffee nhưng mà coffee không phải điểm nhấn (khá là thường), trà sen vàng lại là món nên dùng, dịch vụ cũng bình thường, quán lại khá thường …"
922,ॐ Xuân Thảo ॐ,5 sao,một năm trước,"Thức uống ngon, đậm vị, nhiều sự lựa chọn, nhiều món phù hợp cho các đối tượng khác hàng khác nhau từ trẻ em đến người lớn tuổi.
Quán thích hợp ngồi làm việc, hẹn hò bạn bè, gia đình, hội nhóm công việc. …"
923,Nguyễn Quốc Phượng,5 sao,2 tuần trước,Cũng đã nhiều lần đến rồi và không gian cũng thoáng nhưng tùy chỗ ngồi sẽ mát hay không mát cho lắm á có j hỏi phục vụ ngta sẽ chỉnh quạt cho mát lại á
924,Trọng Giang Nguyễn,4 sao,2 tháng trước,"Cà phê Highland tại Sư Vạn Hạnh là nơi bạn có thể thưởng thức cà phê đậm đà và đa dạng. Với không gian ấm cúng và trang trí hiện đại, quán mang đến cho bạn một trải nghiệm thư giãn và thú vị. Đội ngũ nhân viên nhiệt tình và chuyên nghiệp sẽ đảm bảo rằng bạn có một thời gian thư thái và đáng nhớ."
925,Anh do Tuan “Jack”,3 sao,3 năm trước,"Mọi thứ đều giống quán khác, tuy nhiên 2 điểm trừ rất lớn
- mở nhạc kiểu gì chả hiểu, trẻ ko ra trẻ, già ko ra già, nhạc kiểu trẻ trâu nghe nhức đầu, yêu cầu nhân viên đồi nhạc thì mặt 1 đống …"
926,Nguyễn Xuân Hưng,5 sao,một năm trước,"Phục vụ nhiệt tình ra món nhanh, không gian quán sạch sẽ sang trọng"
927,Xuan Nguyen,1 sao,3 tháng trước,7h30 bước vào quán thấy không mở máy lạnh chỉ có máy quạt. Món Freeze trà xanh thì lỏng le lỏng lét. Quán không có nhà vệ sinh riêng. Thực sự lâu lâu mới ghé Highlands mà làm ăn chán quá.
928,Bảo Châu Nguyễn Trần,1 sao,2 tháng trước,"Thái độ nhân viên rất rất tệ, vừa bước vào quầy order đã bị 2 bạn nhân viên nữ liếc háy kinh khủng. Tới lúc về xin gói lại dùm mang đi, cũng bị 1 trong 2 bạn nữ đó thái độ liếc háy. Nhân viên như vậy thì có ngày dẹp tiệm."
929,Phạm Memory,3 sao,4 tháng trước,"Thức uống thì như bao 2len khác, khách đông mà có 1 nhân viên đứng order tính tiền và khách đã đông mà lại không mở máy lạnh. Chỉ mở 2 3 cây quạt hơi nước thổi 1 chỗ, lần đầu ngồi 2len uống cafe mà đổ mồ hôi. Nên cân nhắc khi ghé uống tại đây"
930,Jake,5 sao,2 tháng trước,Tôi mua xoài bên ngoài mà không có dao. Cảm ơn các bạn nhân viên đã nhiệt tình gọt giùm xoài lúc rảnh tay (các bạn chuyên nghiệp nên không cho khách mượn dao).
931,Kẹo Bạc Hà,5 sao,một năm trước,"Không gian quán thì đẹp mà đồ uống ngon dở tùy loại với tùy khẩu vị mỗi người nha. Riêng mình thấy trà hạt sen uống ổn áp nè, ko ngọt quá, có hạt sen ăn bùi bùi, còn bữa nay kêu thử ly trà matcha đậu đỏ mà nó hơi fail, thiếu ngọt mà đậm vị matcha quá :((("
932,Mai Thuỳ,5 sao,một năm trước,"Giá cả hợp lý, vị thì hợp với mình , cũng được, đợi nước hơi lâu tý nhưng không vấn đề gì"
933,Dieu Anh Ta,4 sao,2 tháng trước,"Quán quá đông vì ở vị trí đắc địa. Máy lạnh k đủ công suất. Lúc nào cũng ồn ào.
Còn lại về nước uống thì ổn"
934,Nguyễn Hoàng Bích Ngân,5 sao,4 tháng trước,Highland là thương hiệu chuỗi cf lớn nhưng chất lượng ly nước cũng tùy địa điểm . Có nơi ngon có nơi dở. Ở đây thì mình thấy cũng khá ổn. Có điều không gian hơi ồn .
935,Quang Minh,4 sao,2 năm trước,"Quán khá sạch sẽ, rộng rãi và trang trí đẹp như các nơi khác.
Nhân viên khá nhiệt tình, chu đáo. Mình thường vào đây ăn bánh mỳ và uống trà sen vàng. …"
936,tri tran,4 sao,3 tháng trước,"Đi ăn trên mall , xuống uống cf lúc 11h30 là ngay lúc trời nóng mà bên trong quán ai ngồi ngay chỗ quạt thì còn đỡ, ko có quạt thì nó cũng đổ mồ hôi như thường"
937,Trần Thảo (Chilly),3 sao,2 năm trước,"Quán đông, bàn ghế hơi gần nhau nên hơi nóng nè 😆😆😆
Nhân viên nhanh nhẹn 👍🏻👍🏻👍🏻
Nước uống ok 🥰
@t4_eattheworld …"
938,Văn Phước Lê,5 sao,2 năm trước,"Không gian trang trí đẹp, ấm cúng, quán lúc nào cũng đông người vì vị trí đẹp.
Nước uống ok như các quán Highlands Coffee khác."
939,やまあらし.,4 sao,4 năm trước,"Các món nước đều ngon, bánh hơi ngọt dễ ngán. Nhân viên phục vụ tốt ."
940,Cao Bang Nguyen,4 sao,2 năm trước,"☕️Không gian rộng
Quá đông người các bạn nha, phục vụ ổn nhưng order rất lâu, các bạn đến nên tìm chổ ngồi trước order sau. …"
941,Quynh Tran,4 sao,8 tháng trước,Lâu lâu đổi vị sang uống trà vải cũng rất ổn. Cảm giác rất thanh mát.
942,Ruth Leo “Southpaw”,5 sao,3 năm trước,"Cà phê rất ngon
Quán đông không khí vui vẻ
Thiết kế trang trí rất tuyệt vời 💯 …"
943,Thạch Nguyễn Cơ,4 sao,4 năm trước,"View đẹp, không gian quán rộng, nhân viên ok, giá cả ổn giống như các chi nhánh khác."
944,Anh Nguyễn,1 sao,6 tháng trước,Sao quán lại cho nhân viên pha chế tháo hết khẩu trang vậy? Rồi lúc pha chế nói chuyện nước miếng văng ra xong để khách uống? Không đeo khẩu trang thì cũng biết đường kiếm miếng nhựa chắn giọt bắn cho nhân viên đeo vô đi.
945,Loc Trang,5 sao,một năm trước,Quán rộng rãi thoải mái. Thức uống rất ngon. Tuy nhiên nếu bạn nào có nhu cầu tìm chỗ để ngồi làm việc tại quán thì nên mang theo tai nghe vì quán đông nên hơi ồn ào khó tập trung được. Đó là điểm trừ duy nhất của quán.
946,Vsneaker,3 sao,5 tháng trước,"Chi nhánh Highland này đông ơi là đông, không gian nhỏ, chỗ ngồi sát sát, kẹt nhau. Không thoải mái lắm.
Nhiều người rất nóng, mát lạnh không đủ lạnh. …"
947,Minh Pham,2 sao,2 tháng trước,Nóng do dùng chung máy lạnh với toà nhà. đông và ồn nên ngồi khá khó chịu.
948,Nha Thach,5 sao,4 tháng trước,Thiết kế đẹp không gian rộng rãi thoáng mát ghế ngồi êm ái phục vụ tốt
949,Thảo Nguyên Nguyễn Ngọc,2 sao,6 tháng trước,Nay đi uống thấy nhân viên tháo khẩu trang hết rồi. Mặc dù đã hết covid nhưng nhân viên trong quầy pha chế vẫn nên đeo khẩu trang để có thể giữ vệ sinh.
950,Nguyễn Hoài Tâm (Hanni),5 sao,một năm trước,"Quán rộng, phục vụ dễ thương, nước đủ ngon, nhưng do khá đông nên cũng còn ồn lắm, hiu hiu"
951,0087_Trương Thu Hiền,4 sao,4 năm trước,"Quán rộng rãi thoáng mát, đồ uống ngon. Nhưng mình đi buổi tối nên hơi đông."
952,Lê Dương Tuấn Anh,1 sao,một năm trước,"Xếp hàng xong nhân viên bảo phải xếp hàng mới phục vụ, trong khi mình tới trước. Thất vọng về thái độ phục vụ."
953,Tuan Bui,4 sao,5 năm trước,Quán mới mở ở Vạn Hạnh mall. Không gian bố trí ấm.
954,san san,1 sao,6 tháng trước,"nhân viên không đeo khẩu trang khi pha chế gây mất vệ sinh an toàn thực phẩm, cảm thấy không hài lòng
Đề nghị nhân viên đeo khâu trang vào khi pha chế đồ uống cho khách"
955,Như Ngọc Phùng,2 sao,một năm trước,"Tại Highlands Vạn Hạnh mall (thứ 3, 21/12/2021, 19h30). Nhân viên nữ tại quầy thái độ phục vụ không tốt và có ý khinh thường khi tôi order size S? Bill thì in mờ, phản ánh mới in lại. Là 1 quán coffee có thương hiệu thì nên training lại nhân viên để phục vụ khách hàng tốt nhất. Hi vọng lần sau đến sẽ không lặp lại tình trạng này!"
956,bach kim,5 sao,một tháng trước,"không gian rộng rãi, nhiều bàn ghế để ngồi lém"
957,minh hieu,1 sao,6 tháng trước,Nhân viên pha chế không đeo khẩu trang rồi lúc pha lỡ nói gì hay hắt xì thì khác gì mình uống luôn nước miếng của nhân viên :)
958,Nhi Dương,5 sao,4 năm trước,"trà Sen vàng nóng ngon cực luôn, nhân viên dễ thương lắm"
959,Supper Short,5 sao,2 năm trước,"Đây là chi nhánh Highland tại Vạn Hạnh Mall, quán khá đông."
960,Đại Sơn Huỳnh,5 sao,8 tháng trước,"Nước ngon, không gian rộng rãi, vệ sinh"
961,Tran Vinh,2 sao,4 năm trước,"Mình không thích quy định không cho chụp hình bên trong Highlands Coffee. Ngộ nhỉ, đi uống cà phê ngắm view tám chuyện hoặc làm việc mà không cho chụp.
Vào lúc 15:25 ngày 5/9/2018, khi mình order nước tại đây (trà xanh xay đá …"
962,chinhquan 510,5 sao,5 năm trước,"Lần đầu đến đây, nước uống ngon, khá ổn, giá hợp lý. Khá ngộ nghĩnh , khi order món nv sẽ đưa 1 cái như remote, khi nv pha chế phần nước đó xong, chuông sẽ reo để bạn tới nhận nước."
963,Quân Mai Ngọc,5 sao,4 năm trước,"Cafe cuối tuần. Quán đông nhưng nhân viên vẫn nhiệt tình hỗ trợ tìm chỗ ngồi và dọn bàn cho ngồi. Vote 5 sao vì sự phục vụ. Đồ uống thì khỏi bàn, chất lượng không đổi"
964,Kim Van Huynh,4 sao,10 tháng trước,quán đông do giá tốt nhất trong khu vực
965,phương luhoang,4 sao,2 năm trước,"Quán đẹp, trang trí tinh tế, mỗi tội muốn uống phải đi ra khỏi trung tâm thương mại chứ ko có cửa thông ra."
966,Huynh Lâm Huynh,4 sao,4 năm trước,"View dep. Tra xanh ngon. Luc nao cung dong, gan nhu 0 co cho ngoi"
967,Nguyễn Trần Gia Huy,5 sao,một năm trước,"Thức uống ngon, nhân viên thân thiện"
968,Heo Minhon,2 sao,một năm trước,"Mình đặt 4 ly (2 freeze đá xay, 1 trà sen vàng, 1 trà sữa) mình có dùng voucher giảm giá Bill là 240k được giảm 200k. Quán không cho mình được mấy cái muỗng, trà sen vàng thì không có sen thay bằng thạch củ năng, lạt, chỉ có mỗi vị trà rất …"
